0.003367	-0.002902	-0.001527	-0.002138	
0.003295	-0.002443	-0.000764	0.005956	
0.003353	0.001069	-0.005040	0.007178	
0.003291	-0.011148	0.000458	-0.000153	
0.003286	-0.007941	-0.002291	0.010232	
0.003295	0.003818	-0.006261	0.008552	
0.003293	0.010996	-0.007330	0.006414	
0.003326	0.004429	-0.003207	-0.003665	
0.003348	0.001527	-0.000764	-0.005040	
0.003289	0.005345	0.000458	-0.004429	
0.003289	-0.000458	-0.001069	-0.004123	
0.003328	-0.007636	-0.004581	-0.000764	
0.003328	-0.000611	-0.007025	0.007483	
0.003354	-0.002902	-0.006414	0.006567	
0.003288	0.008247	-0.002749	0.000458	
0.003291	0.005651	-0.004276	0.001374	
0.003334	0.000305	-0.001985	-0.001069	
0.003330	-0.003360	-0.002291	0.004887	
0.003331	-0.003207	-0.002749	0.008858	
0.003354	0.000764	-0.005040	0.007941	
0.003326	0.003360	0.001985	0.008247	
0.003322	0.003665	0.000153	0.008858	
0.003350	0.001527	-0.001527	0.003512	
0.003328	0.000305	-0.002596	0.009774	
0.003327	0.001374	0.000000	0.000916	
0.003326	-0.001069	0.002902	0.007941	
0.003324	-0.003665	-0.004276	0.006109	
0.003354	-0.000305	-0.001527	0.009010	
0.003327	-0.005803	-0.004581	0.002749	
0.003324	-0.003512	0.000305	0.006261	
0.003331	0.002596	-0.039095	0.001069	
0.003334	-0.005040	-0.007636	0.001680	
0.003350	-0.004734	-0.001680	0.003512	
0.003335	0.004734	0.004123	0.004276	
0.003324	0.004887	-0.008399	0.003054	
0.003321	0.000764	-0.008399	-0.004429	
0.003328	-0.000916	-0.006109	0.000764	
0.003325	-0.005345	-0.005192	0.007330	
0.003325	-0.007178	-0.009468	0.009621	
0.003323	0.005498	0.001985	0.003360	
0.003330	0.003665	-0.001374	0.003360	
0.003324	0.006414	-0.004887	-0.004887	
0.003335	0.008247	-0.004734	-0.006109	
0.003326	0.012675	-0.006261	-0.003360	
0.003328	0.007789	-0.001069	0.002443	
0.003329	0.006109	0.002291	0.007330	
0.003359	0.005651	-0.003207	-0.005192	
0.003332	0.010996	-0.002749	0.002902	
0.003327	0.003971	0.001374	0.003054	
0.003298	0.002291	0.001069	0.001222	
0.003329	0.005040	0.000000	0.006414	
0.003349	0.001680	-0.005345	0.006109	
0.003327	0.002902	-0.006872	-0.000611	
0.003329	0.002749	-0.000611	-0.003054	
0.003354	-0.001222	-0.005956	-0.001527	
0.003325	-0.004734	-0.003054	0.002443	
0.003325	-0.004887	-0.001680	-0.000305	
0.003350	-0.001680	-0.001833	-0.004581	
0.003286	-0.004734	-0.002291	-0.002138	
0.003289	-0.005345	-0.005498	0.000305	
0.003323	-0.001222	-0.000305	0.006720	
0.003327	-0.002596	0.000153	0.005192	
0.003344	-0.002596	-0.005192	0.009774	
0.003354	0.000305	-0.006720	0.008247	
0.003328	0.004123	-0.001680	-0.011301	
0.003356	0.008247	-0.000458	-0.007025	
0.003382	0.003818	-0.005803	0.003512	
0.003326	0.004276	0.000611	0.000611	
0.003328	0.000000	-0.004887	-0.000611	
0.003351	-0.000611	-0.007789	0.003207	
0.003390	-0.003054	-0.002749	0.004123	
0.003330	-0.000611	-0.003360	0.006109	
0.003329	-0.004581	-0.001527	0.009621	
0.003327	-0.004581	-0.000458	0.009316	
0.003325	0.002596	-0.009774	0.000305	
0.003336	0.005498	-0.004429	0.001680	
0.003299	-0.001222	-0.007789	0.002596	
0.003388	-0.003818	-0.009316	0.004581	
0.003325	0.006567	0.000764	-0.001069	
0.003326	-0.004581	-0.000153	-0.002138	
0.003327	-0.007636	0.002138	-0.003971	
0.003324	-0.002749	0.002596	0.000764	
0.003296	-0.003054	0.004276	-0.002902	
0.003331	0.001680	0.000153	-0.000916	
0.003374	-0.005803	-0.002902	0.001222	
0.003334	0.005498	-0.000764	0.010385	
0.003330	0.000000	-0.002443	0.012217	
0.003292	-0.000916	-0.003665	-0.003971	
0.003297	0.000153	-0.003971	-0.003054	
0.003294	0.001374	-0.001985	0.001833	
0.003340	0.000611	-0.001069	-0.000458	
0.003300	-0.000305	-0.001222	-0.002596	
0.003295	0.003207	-0.000458	-0.002138	
0.003301	0.007636	-0.009163	0.005956	
0.003327	0.005498	-0.006414	0.005345	
0.003356	-0.006109	-0.005040	0.001527	
0.003297	-0.011301	-0.006872	0.001833	
0.003332	-0.001374	-0.011148	0.004123	
0.003349	0.006414	-0.004429	0.001374	
0.003300	0.011912	-0.001985	0.000916	
0.003296	0.008552	-0.004734	0.000611	
0.003351	-0.002749	0.004734	0.007636	
0.003329	-0.003360	-0.003054	0.007178	
0.003323	-0.001527	-0.000458	0.002596	
0.003333	0.007941	-0.001374	0.001374	
0.003328	0.007789	-0.000764	-0.001069	
0.003364	0.004429	-0.000458	-0.003512	
0.003351	0.005803	0.034361	0.001374	
0.003332	0.001222	-0.000305	-0.004887	
0.003326	0.002596	0.000153	-0.003665	
0.003330	0.001374	0.002596	0.000611	
0.003329	0.004123	-0.002443	-0.002749	
0.003375	0.006567	-0.013286	-0.002902	
0.003396	0.003207	-0.007636	-0.006567	
0.003353	0.002138	-0.007789	-0.003360	
0.003295	0.005651	-0.004276	-0.003207	
0.003298	0.003512	-0.000764	-0.002596	
0.003357	0.001985	-0.000305	0.007025	
0.003329	0.005192	-0.005040	0.000916	
0.003377	-0.000611	-0.004276	-0.002596	
0.003297	0.002749	-0.004887	0.003054	
0.003329	0.000611	-0.001985	0.005040	
0.003368	-0.002291	-0.003054	0.007789	
0.003334	0.003665	-0.000611	0.005651	
0.003356	-0.003971	0.000305	0.002902	
0.003302	-0.005040	-0.001222	-0.001222	
0.003316	-0.006261	-0.005040	0.006109	
0.003326	-0.002749	0.001374	0.007178	
0.003297	-0.002138	0.003665	0.001222	
0.003325	0.008247	-0.001985	0.007178	
0.003323	0.011301	-0.006109	-0.000764	
0.003296	0.005345	-0.005345	-0.006261	
0.003295	0.005498	-0.008705	0.002596	
0.003361	0.000458	-0.006109	-0.001985	
0.003369	0.000000	-0.002138	0.004581	
0.003299	0.000153	-0.007789	0.001222	
0.003328	0.003207	-0.003360	0.004887	
0.003301	-0.002291	-0.003207	0.001374	
0.003326	-0.001985	-0.000611	0.003207	
0.003352	-0.001985	-0.003207	0.003207	
0.003334	-0.000458	-0.003512	0.000916	
0.003329	-0.002902	-0.006414	-0.001833	
0.003323	0.003512	-0.007636	-0.001222	
0.003301	-0.000916	-0.003054	-0.001985	
0.003298	-0.003818	-0.007636	-0.002138	
0.003330	0.002291	0.000153	-0.001374	
0.003302	0.003818	-0.003207	0.000458	
0.003364	0.005345	-0.002291	0.007330	
0.003358	0.006720	-0.003665	0.008247	
0.003362	-0.001527	-0.005345	0.006414	
0.003300	-0.000611	-0.003665	0.006261	
0.003304	0.002596	-0.000458	-0.001985	
0.003362	-0.006872	-0.004734	-0.001985	
0.003297	0.001069	-0.007789	0.001527	
0.003363	-0.001985	-0.005345	0.004429	
0.003341	0.009316	-0.005803	0.001069	
0.003323	0.008552	-0.003971	0.000305	
0.003326	0.003971	-0.000458	-0.003512	
0.003303	-0.007483	-0.003665	-0.002443	
0.003321	-0.000764	0.001833	0.003207	
0.003328	0.003971	0.003207	0.004581	
0.003324	0.009316	-0.003207	0.000764	
0.003306	0.009927	-0.006567	-0.002596	
0.003311	0.000458	-0.003665	-0.003360	
0.003331	-0.005345	-0.002902	0.001374	
0.003358	-0.005803	0.001680	0.006567	
0.003297	0.001222	-0.004734	0.001527	
0.003302	0.002902	-0.005498	0.002596	
0.003398	-0.001374	-0.004887	0.000764	
0.003361	-0.001069	-0.000611	0.005956	
0.003298	0.001374	-0.001985	-0.001680	
0.003303	-0.001527	0.001069	0.004123	
0.003296	-0.010079	-0.003360	-0.001527	
0.003310	-0.002749	-0.004581	0.002749	
0.003354	0.005040	-0.002902	0.004123	
0.003298	0.002291	-0.006414	0.008399	
0.003297	-0.002443	-0.006414	0.002138	
0.003349	-0.000916	-0.004581	0.006872	
0.003299	-0.001374	-0.006872	0.008399	
0.003305	-0.005803	-0.003665	0.006567	
0.003332	0.003971	-0.007483	0.003971	
0.003325	0.007178	-0.007636	0.006720	
0.003385	0.005040	-0.010537	-0.000611	
0.003341	0.006261	-0.007636	-0.007330	
0.003324	0.002749	0.001374	0.000916	
0.003326	0.008247	0.002443	0.005192	
0.003329	0.000764	0.006872	-0.000458	
0.003324	-0.002291	0.000458	0.004887	
0.003300	0.000000	0.000611	-0.002902	
0.003352	0.003207	0.001069	0.004276	
0.003302	-0.000916	-0.005345	-0.001069	
0.003329	-0.001222	-0.001985	0.002291	
0.003365	-0.006261	0.000764	0.003512	
0.003363	-0.002749	0.001527	0.005192	
0.003327	0.003971	0.036957	0.001069	
0.003377	0.005192	0.000000	0.001374	
0.003354	0.004887	-0.005956	0.006109	
0.003387	-0.003818	-0.003665	0.006414	
0.003297	-0.002596	-0.003054	-0.002749	
0.003330	-0.004734	-0.002138	0.005192	
0.003328	-0.003054	-0.000764	-0.000305	
0.003297	-0.000916	-0.001222	0.009468	
0.003329	-0.003207	-0.001985	0.007941	
0.003366	0.001069	-0.001069	0.003360	
0.003358	0.002749	-0.002596	0.002291	
0.003302	0.000764	-0.005192	0.003207	
0.003325	-0.000305	-0.002291	-0.004887	
0.003306	0.003207	-0.001833	0.006414	
0.003301	0.008399	0.000153	0.005040	
0.003358	0.014813	-0.003971	-0.002596	
0.003298	0.002443	-0.003665	0.002138	
0.003576	0.002596	-0.000153	0.001069	
0.003338	0.008399	0.001069	0.000764	
0.003414	0.001527	-0.003971	0.008552	
0.003296	-0.000153	0.001985	0.009316	
0.003336	0.000916	-0.006109	0.006720	
0.003335	0.007789	-0.005345	0.006261	
0.003293	0.000458	-0.002902	0.000916	
0.003372	0.004276	-0.009010	0.001527	
0.003325	0.003207	-0.002443	0.002749	
0.003300	-0.001833	-0.004581	0.008552	
0.003344	0.003818	-0.004734	0.000153	
0.003334	0.006872	-0.003512	0.003665	
0.003357	-0.001374	-0.006414	0.010232	
0.003300	0.003054	-0.000611	0.002443	
0.003328	-0.003512	-0.001833	0.001069	
0.003384	-0.005651	-0.011759	0.003971	
0.003300	0.002596	-0.001985	0.003360	
0.003328	-0.002291	0.001985	0.001222	
0.003349	0.004123	-0.005956	0.000153	
0.003300	0.004276	-0.007941	-0.004123	
0.003326	0.002596	-0.007789	-0.003971	
0.003293	-0.004734	-0.008858	-0.000305	
0.003299	-0.006261	-0.003360	0.003207	
0.003318	0.005040	-0.003665	0.001374	
0.003295	0.014966	-0.005192	0.005345	
0.003328	-0.005956	-0.007789	0.011148	
0.003328	0.000000	-0.005345	0.012065	
0.003330	-0.006567	-0.004887	0.003971	
0.003329	-0.001374	-0.008247	-0.001374	
0.003324	0.001527	-0.005803	-0.004123	
0.003344	-0.001374	-0.002443	-0.004429	
0.003309	-0.009927	-0.002749	0.008552	
0.003296	-0.007483	-0.004734	0.007483	
0.003328	-0.003665	-0.007025	0.009621	
0.003330	-0.002749	-0.011148	0.003512	
0.003331	-0.002138	-0.007636	-0.003971	
0.003331	0.002138	-0.003054	0.001069	
0.003331	-0.001680	-0.039095	0.000458	
0.003336	0.000305	-0.003207	0.004887	
0.003344	-0.003665	0.002291	0.003207	
0.003297	-0.000458	0.002291	-0.008858	
0.003386	0.001069	0.000458	-0.002596	
0.003361	0.009621	-0.001069	0.002749	
0.003363	0.007789	-0.003207	-0.000305	
0.003328	-0.000916	-0.008399	0.003818	
0.003356	0.000305	-0.006109	0.009316	
0.003325	-0.002596	-0.007330	0.001527	
0.003334	0.001222	-0.005345	0.005345	
0.003351	0.009163	-0.006414	0.004581	
0.003299	0.006261	-0.004887	0.000305	
0.003302	0.003360	-0.006567	-0.003818	
0.003320	0.005803	-0.012217	-0.003512	
0.003306	0.000764	-0.008552	-0.005040	
0.003298	-0.002902	-0.003818	-0.006414	
0.003303	-0.000916	0.000611	-0.004429	
0.003350	-0.003054	0.003512	0.000916	
0.003326	0.001222	0.003818	0.003818	
0.003295	0.001374	0.000305	0.003665	
0.003336	0.003665	-0.007789	0.007636	
0.003333	0.005498	-0.008552	0.003054	
0.003346	-0.002902	-0.006567	0.004887	
0.003300	-0.004581	-0.004276	0.004123	
0.003374	-0.004887	-0.003971	-0.006872	
0.003361	-0.003512	-0.003512	-0.006414	
0.003354	-0.001985	-0.003054	0.000916	
0.003334	-0.002596	-0.005956	-0.000305	
0.003331	0.004581	0.001222	0.004123	
0.003299	0.003054	-0.001985	0.005192	
0.003346	-0.001833	-0.002291	0.008858	
0.003295	0.004123	-0.007789	0.002138	
0.003307	-0.001374	-0.001374	0.004581	
0.003327	-0.006261	0.004887	0.005192	
0.003297	-0.000458	0.000916	0.011454	
0.003297	0.009774	-0.002902	0.006567	
0.003330	0.005498	-0.002902	-0.002596	
0.003293	0.011759	-0.002902	-0.003512	
0.003373	-0.000611	-0.003665	-0.004581	
0.003351	-0.005345	-0.000764	0.003971	
0.003345	0.003665	0.003512	0.000458	
0.003348	-0.006261	0.000458	-0.005956	
0.003295	0.001069	0.001527	-0.003512	
0.003290	0.006109	-0.008705	-0.003054	
0.003292	0.008247	-0.003054	0.004429	
0.003363	0.004581	-0.005956	0.003054	
0.003304	0.006261	-0.005192	0.002291	
0.003329	0.003971	-0.004276	-0.002138	
0.003300	0.004581	-0.005651	0.003971	
0.003331	0.008247	0.003665	0.003054	
0.003353	0.003818	0.001069	0.002596	
0.003305	0.000305	-0.006872	0.004887	
0.003384	0.003818	-0.008399	-0.001680	
0.003377	0.005498	-0.005803	-0.006720	
0.003357	-0.005498	-0.004123	-0.002291	
0.003297	-0.004123	-0.007483	0.000305	
0.003353	-0.005040	-0.003818	0.003665	
0.003291	0.002138	-0.003512	0.007789	
0.003293	0.004581	-0.002291	0.004123	
