0.004280	0.004280	3.815341	1.989479	127.587555	-0.036000	0.076000	1.012000	-0.000207	-0.004542	-0.002923	-217.193619	-285.859100	-26.151564	-0.035877	0.065877	1.021554	0.001372	-0.001365	-0.000068	-216.919312	-285.776062	-26.091343	-0.707794	-0.707794	0.000000	1	1640	1688	1646	1640	1640	
0.012151	0.003979	3.814042	1.989148	127.587593	-0.040000	0.064000	1.016000	0.013080	-0.003167	-0.007963	-217.193619	-285.859100	-26.151564	-0.035606	0.066134	1.021029	0.001206	-0.001444	-0.000096	-216.919312	-285.776062	-26.091343	-0.707794	-0.707794	0.000000	1	1640	1688	1646	1640	1640	
0.020140	0.003942	3.813058	1.988601	127.587540	-0.044000	0.064000	1.008000	0.008651	0.002483	-0.002312	-217.193619	-286.772614	-26.151564	-0.035440	0.066340	1.020314	0.001306	-0.001467	-0.000146	-216.899460	-285.820068	-26.073290	-0.707794	-0.707794	0.000000	1	1640	1688	1646	1640	1640	
0.028137	0.003998	3.812215	1.988047	127.587410	-0.036000	0.064000	1.024000	-0.003566	0.000498	0.000895	-217.193619	-286.772614	-26.151564	-0.035321	0.066339	1.019640	0.001278	-0.001267	-0.000158	-216.899460	-285.820068	-26.073290	-0.707794	-0.707794	0.000000	1	1640	1688	1646	1640	1640	
0.036187	0.004052	3.811291	1.987283	127.587250	-0.032000	0.068000	1.024000	0.001779	-0.001029	0.001506	-217.193619	-286.772614	-26.151564	-0.034972	0.066209	1.019256	0.001303	-0.001099	-0.000018	-216.889069	-285.880676	-26.059402	-2.432648	-2.432648	0.000000	1	1640	1688	1646	1640	1640	
0.044127	0.003984	3.810309	1.986200	127.587059	-0.028000	0.068000	1.016000	0.000099	0.006607	-0.006283	-217.193619	-286.772614	-26.151564	-0.034525	0.066172	1.018965	0.001162	-0.000824	-0.000016	-216.889069	-285.880676	-26.059402	-2.432648	-2.432648	0.000000	1	1640	1688	1646	1640	1640	
0.052142	0.003987	3.809133	1.984650	127.586746	-0.036000	0.076000	1.024000	-0.008759	0.002789	0.002269	-216.273621	-285.859100	-26.151564	-0.033903	0.066139	1.018770	0.000729	-0.000394	-0.000138	-216.865692	-285.932983	-26.049469	-2.432648	-2.432648	0.000000	1	1640	1688	1646	1640	1640	
0.060149	0.003952	3.807807	1.982815	127.586342	-0.032000	0.068000	1.016000	-0.000665	-0.001487	-0.000479	-216.273621	-285.859100	-26.151564	-0.033430	0.066261	1.018654	0.000026	0.000135	-0.000195	-216.865692	-285.932983	-26.049469	-2.432648	-2.432648	0.000000	1	1640	1688	1646	1640	1640	
0.068171	0.004022	3.806394	1.980619	127.585938	-0.032000	0.076000	1.028000	-0.005857	-0.000113	0.009142	-217.193619	-285.859100	-25.113806	-0.032905	0.066434	1.018892	-0.000515	0.000543	-0.000034	-216.853027	-285.976837	-26.018982	0.413940	0.413940	0.000000	1	1640	1688	1646	1640	1640	
0.076172	0.004013	3.805038	1.978274	127.585617	-0.032000	0.064000	1.024000	-0.001123	-0.003473	0.006545	-217.193619	-285.859100	-25.113806	-0.032672	0.066594	1.019328	-0.000816	0.000891	0.000266	-216.853027	-285.976837	-26.018982	0.413940	0.413940	0.000000	1	1640	1688	1646	1640	1640	
0.084145	0.003993	3.803831	1.975860	127.585449	-0.044000	0.076000	1.020000	0.003001	0.000193	-0.001548	-218.113617	-285.859100	-26.151564	-0.032578	0.066827	1.019753	-0.000875	0.001062	0.000603	-216.871445	-286.012268	-25.995539	0.413940	0.413940	0.000000	1	1640	1688	1646	1640	1640	
0.092144	0.003968	3.802972	1.973535	127.585419	-0.036000	0.068000	1.024000	-0.007231	0.000040	0.001964	-218.113617	-285.859100	-26.151564	-0.032632	0.067142	1.020155	-0.000898	0.001113	0.000896	-216.871445	-286.012268	-25.995539	0.413940	0.413940	0.000000	1	1640	1688	1646	1640	1640	
0.100144	0.003970	3.802237	1.971292	127.585541	-0.036000	0.064000	1.016000	0.005597	-0.001945	-0.000174	-218.113617	-284.945587	-26.151564	-0.032731	0.067236	1.020398	-0.000976	0.001002	0.001082	-216.916504	-286.018280	-25.978773	0.413940	0.413940	0.000000	1	1640	1688	1646	1640	1640	
0.108174	0.004024	3.801538	1.969133	127.585793	-0.036000	0.076000	1.024000	-0.000817	-0.001029	0.012654	-218.113617	-284.945587	-26.151564	-0.032863	0.067231	1.020509	-0.000836	0.000846	0.001361	-216.916504	-286.018280	-25.978773	-0.103973	-0.103973	0.000000	1	1640	1688	1646	1640	1640	
0.116172	0.004022	3.801037	1.967159	127.586296	-0.040000	0.072000	1.008000	-0.003566	-0.005305	0.000590	-217.193619	-286.772614	-26.151564	-0.033216	0.067375	1.020493	-0.000760	0.000409	0.001898	-216.962234	-286.041199	-25.968214	-0.103973	-0.103973	0.000000	1	1640	1688	1646	1640	1640	
0.124144	0.003995	3.800890	1.965349	127.586998	-0.028000	0.068000	1.012000	0.008498	-0.008665	0.005629	-217.193619	-286.772614	-26.151564	-0.033572	0.067556	1.020344	-0.000383	-0.000329	0.002278	-216.962234	-286.041199	-25.968214	-0.103973	-0.103973	0.000000	1	1640	1688	1646	1640	1640	
0.132145	0.003970	3.801281	1.963485	127.587845	-0.036000	0.068000	1.020000	0.010789	-0.005305	0.001048	-216.273621	-285.859100	-26.151564	-0.033886	0.067802	1.020605	0.000322	-0.001239	0.002646	-216.986008	-286.056946	-25.963306	-0.103973	-0.103973	0.000000	1	1640	1688	1646	1640	1640	
0.140145	0.003968	3.802353	1.961627	127.588776	-0.036000	0.072000	1.020000	0.003917	-0.001640	-0.004908	-216.273621	-285.859100	-26.151564	-0.034229	0.068132	1.020875	0.001131	-0.002056	0.002802	-216.986008	-286.056946	-25.963306	-0.189941	-0.189941	0.000000	1	1640	1689	1645	1640	1640	
0.148172	0.004020	3.804050	1.959711	127.589676	-0.036000	0.068000	1.024000	0.002848	-0.000265	-0.000479	-216.273621	-285.859100	-27.189325	-0.034425	0.068359	1.021263	0.001931	-0.002753	0.002758	-216.990112	-286.066101	-25.987656	-0.189941	-0.189941	0.000000	1	1640	1689	1645	1640	1640	
0.156189	0.004029	3.806324	1.957758	127.590523	-0.032000	0.072000	1.008000	-0.003261	0.001873	0.001048	-216.273621	-285.859100	-27.189325	-0.034528	0.068653	1.021367	0.002582	-0.003172	0.002692	-216.990112	-286.066101	-25.987656	-0.189941	-0.189941	0.000000	1	1640	1689	1645	1640	1640	
0.164148	0.003995	3.808952	1.955875	127.591301	-0.036000	0.064000	1.024000	-0.005552	0.000956	0.003491	-217.193619	-284.945587	-26.151564	-0.034634	0.068786	1.021407	0.002952	-0.003304	0.002519	-216.998459	-286.047943	-26.012682	-0.189941	-0.189941	0.000000	1	1640	1689	1645	1640	1640	
0.172143	0.003965	3.811654	1.954208	127.592018	-0.044000	0.068000	1.024000	-0.006315	0.006759	0.004255	-217.193619	-284.945587	-26.151564	-0.034779	0.068828	1.021306	0.002974	-0.003089	0.002309	-216.998459	-286.047943	-26.012682	-0.189941	-0.189941	0.000000	1	1640	1689	1645	1640	1640	
0.180149	0.003976	3.814279	1.953005	127.592697	-0.040000	0.072000	1.028000	-0.009370	0.003552	0.008225	-217.193619	-285.859100	-25.113806	-0.034985	0.068871	1.021134	0.002735	-0.002606	0.002154	-217.010300	-286.027771	-26.013489	0.068481	0.068481	0.000000	1	1640	1689	1645	1640	1640	
0.188176	0.004023	3.816446	1.952407	127.593361	-0.040000	0.064000	1.020000	-0.009828	0.001414	0.002269	-217.193619	-285.859100	-25.113806	-0.035275	0.068632	1.021024	0.002082	-0.001987	0.002078	-217.010300	-286.027771	-26.013489	0.068481	0.068481	0.000000	1	1640	1689	1645	1640	1640	
0.196172	0.004025	3.817846	1.952496	127.594055	-0.044000	0.068000	1.024000	0.006666	0.003552	0.004102	-217.193619	-285.859100	-26.151564	-0.035664	0.068294	1.020933	0.001313	-0.001400	0.002092	-217.024918	-286.006348	-26.017416	0.068481	0.068481	0.000000	1	1640	1689	1645	1640	1640	
0.204143	0.003992	3.818443	1.953404	127.594757	-0.036000	0.064000	1.004000	-0.004483	0.000498	-0.007657	-217.193619	-285.859100	-26.151564	-0.036152	0.067883	1.020772	0.000506	-0.000812	0.001996	-217.024918	-286.006348	-26.017416	0.068481	0.068481	0.000000	1	1640	1689	1645	1640	1640	
0.212128	0.003953	3.817978	1.954983	127.595367	-0.028000	0.064000	1.024000	-0.010286	-0.000876	-0.002159	-216.273621	-284.032074	-26.151564	-0.036387	0.067232	1.020657	-0.000405	-0.000106	0.001613	-217.020142	-285.941620	-26.023970	-0.276428	-0.276428	0.000000	1	1640	1688	1646	1640	1640	
0.220161	0.003970	3.816277	1.957000	127.595825	-0.032000	0.064000	1.016000	-0.011813	-0.001945	0.007462	-216.273621	-284.032074	-26.151564	-0.036527	0.066568	1.020611	-0.001518	0.000435	0.001212	-217.020142	-285.941620	-26.023970	-0.276428	-0.276428	0.000000	1	1640	1688	1646	1640	1640	
